-1.387226205367706022e+00,1.970094219644296318e+00,-8.174604502762425895e-01,-1.298181668543089362e+00,2.395210933866138259e+00,-2.354037961599447115e+00,-3.510969827058679771e-01,-5.288526164983165662e-02,7.441103124727865836e-02,6.071479417943362877e-01,-7.685842867917036525e-01,1.542526827325130689e+00,-4.472423894810381717e-01,-6.824458239075483768e-01,1.236641420888078269e+00,-2.510195387954867186e-01,-4.246786777902083476e-01,4.400524519185511352e-01,-1.885285576433372579e-01,-3.833738417156281608e-01,2.799583898169638041e-01,-6.066255935320792325e-01,1.799270380409574432e-01,-1.334649298232602588e+00,1.507738610469967044e+00,4.000000000000000000e+00
-3.557293527886971063e+00,-4.620838005627334044e-01,-5.061247491299689649e-01,-2.350781055920017071e-01,-1.637673058140763471e+00,-1.152968046734402119e+00,1.718499569882411926e+00,-5.874569931484587837e-01,-6.558659325452890210e-01,4.418357312557672500e-01,1.011310208422286028e+00,1.458324618498920033e+00,-3.075756069946136706e-01,-4.168369995510763371e-01,-2.380785275541959511e-01,-8.906238503745964596e-01,-1.032578189788749601e+00,-3.468267360602120264e-01,1.346027331800076776e-01,7.288300501995126357e-02,-2.374283000942334354e-03,4.042521481236086012e-01,2.553720766195587966e-01,-7.814951717778773066e-02,-3.824938530739873110e-01,1.000000000000000000e+00
1.685435995944301713e+00,-3.838871208512379396e-01,-6.073058499424620615e-01,1.103594576203133393e+00,-4.276970219943939000e+00,1.771071962286301149e+00,1.674302393484170759e+00,1.145274511474661194e+00,1.853199738567994137e+00,6.523236347848948569e-01,-1.371057966156365715e-01,2.462805468952932730e-01,1.137842609569911678e+00,-2.864991967558087715e+00,5.515019732594363955e-01,3.301850037116407094e-02,2.371436471670123947e+00,-1.342383457210776010e+00,4.958964675186940951e-01,-1.346559471986257472e+00,-3.715540481753192847e-01,-2.227387837848210650e-01,-1.258514275875591171e+00,-3.317408789985554773e-01,1.226128723198043113e+00,0.000000000000000000e+00
-1.540722670454541587e+00,-2.624383592102763174e+00,7.976958240168806613e-01,-1.223373966908513077e+00,2.158703943132299907e-01,-5.572375936286183551e-01,-1.164813267036498790e+00,-1.947151022095114370e-01,6.432814982226613409e-01,1.559499422764219156e+00,2.383996478181419632e-01,2.709409450809972530e-01,9.709543394200156330e-01,-1.986925396664364296e+00,-6.453864263366422271e-01,-4.965503919702039526e-01,2.379622297053296809e-01,-4.623433313287054203e-01,-2.010910844289880706e-01,1.295243368291194797e+00,5.214058521953201381e-02,8.846255101742207527e-01,-4.972216271703274737e-01,5.887762388597185259e-01,5.618910368724496784e-01,8.000000000000000000e+00
5.409686140746142513e+00,-1.538640125278684323e+00,7.003852920743591781e-01,-7.641122381705538480e-01,-1.989185015544418622e+00,-8.150150416109945839e-01,-5.702293367809386782e-01,-9.517954226148872543e-01,-1.522007939242519869e+00,1.692729419303084515e-01,-1.383103223044735985e+00,7.957425626674598240e-03,-9.691860206514057996e-01,6.915450500872246664e-01,-1.491248302573844997e+00,4.271844525485281319e-02,-9.816601476625236300e-01,1.036986337851067974e+00,3.369002910701560105e-01,-5.558635965560542180e-01,5.446261922720422310e-01,1.882573900664076538e-01,-8.420924520543937586e-03,-2.151033906641022508e-01,-1.055913276046820115e-01,0.000000000000000000e+00
-2.416206679335199503e+00,2.346235103235648489e-01,-7.634422098012108027e-01,7.786829849466410103e-01,-1.668697574170512565e+00,-1.620140101961538681e+00,-8.938138646190685321e-01,-6.999465070025230329e-01,-1.314152801046887031e+00,3.806425580581429546e-01,1.174351898302706670e-01,8.445637330358449213e-02,1.332635996428526370e+00,-5.455222681306309829e-01,1.059682660424408063e+00,4.029043295204274289e-01,-1.597371092151813055e-01,4.177446149236443418e-01,-4.594174086403426949e-02,-3.029273965642199085e-01,-5.199016184759603920e-01,-4.181477777779398775e-01,9.634011409682979865e-03,-5.471474989838012726e-02,6.271483868225797842e-01,1.000000000000000000e+00
-4.124135899820653428e+00,-1.303267419418514983e+00,1.696587289754251104e-01,-1.913459005804475643e-02,-1.418852994024576653e+00,7.891332979946061310e-02,1.268911971391032179e+00,-5.878593633981574751e-01,8.802043470316703866e-01,3.497651728674360666e-02,4.897757660876165819e-01,8.257914043163732121e-01,-1.071257211617348437e+00,5.481549852006344370e-01,-1.301768512988002113e+00,-2.923414246472998967e-01,-7.352549119800805277e-01,-3.880115745171064390e-01,-9.564521008795123791e-02,5.067234269834841598e-01,-8.225471543823703602e-02,1.768751440569118205e-01,3.881296636145330492e-01,-4.964945108275647945e-02,-9.242925946943336690e-01,1.000000000000000000e+00
6.821514555462666607e-01,-3.759106886728667440e+00,7.157599094663307238e-01,2.655010446522116485e+00,2.599281148544884790e+00,4.099820839707307152e-01,2.528614747036080690e+00,7.958994530910246112e-01,7.103034135826495898e-01,1.603835072606907719e+00,-1.285993910240482707e+00,1.190395661715284215e+00,-6.429800885170754432e-01,-3.862713269320571241e-01,1.808756862237013985e-01,-5.814107745335835853e-01,-7.989426162035124790e-01,-4.054174645146172429e-01,1.262338450640947407e+00,-1.462798544481454854e+00,9.257239900319469417e-01,-1.538203262403801952e-01,-4.506456559262528305e-02,-4.356647689404702373e-01,-2.161918588489802673e+00,2.000000000000000000e+00
-1.132578488507593351e+00,1.739911893287600986e+00,1.512484207665732772e+00,2.490273825113769490e+00,-1.888309983108934054e+00,-3.933930424798727787e-01,-1.688124518816320085e+00,-1.111122273182182374e-01,-5.020084949233747373e-01,-1.360989339369865103e+00,9.179584284646877812e-01,-4.489635829945785028e-01,-4.014497273855805459e-01,-2.958389943432874203e-01,-1.996496239143651652e-01,7.442766621055506571e-01,-1.149105878552201476e+00,1.571498580150997582e-01,-3.744366893172059174e-01,1.196961653072533549e-01,4.578341762655314118e-01,-2.385935123212368503e-01,-9.653588593611034385e-01,-4.168193276331813579e-02,4.854925572953228130e-01,4.000000000000000000e+00
-1.081013908217877351e+00,3.222400961832089017e+00,1.649098360313845379e-01,1.328872875190865444e-01,2.707625107839490286e-01,-1.842665853975079260e-01,-1.834314734431586436e+00,-5.381155065977207830e-01,-1.707687628576583183e+00,2.502054431275930746e-01,-9.607999636729938064e-01,6.651270055282714200e-01,-1.123105137517149549e-01,-9.585335853609567858e-01,4.002247573645109080e-01,1.273338919834614835e-01,-4.086756720508560869e-01,-2.976306968289972321e-01,8.136474500426255085e-01,4.338573697573127053e-01,-9.364398316843644543e-03,3.023879065968420043e-01,6.849811443422673118e-01,-3.312458606220010648e-01,4.821522384830954078e-01,4.000000000000000000e+00
